"GeneStart","GeneEnd","GeneLocation","Strand","Protein_ID","GeneID","Protein_ID.1","Protein.product","Locus","Length","pi.site","pis.site","pin.site","TajimaD","FuLiF","FuLiD","pi_site","FayWuH","neutindex","alpha","dos","MK_p","Dn","Ds","Pn","Ps","biofilm","Comella","Berka","Kobayashi","Molle","aa","a","PSORTB","Extracellular","PANNZER_OG","PANNZER_NEW","PANNZER_ALL","PANNZER_EX","CAZY","ANTISMASH","antianti","ka","ks","kaks","nonsyn_sites","syn_sites","PI_SITE","PIS_SITE","PIN_SITE","PERCENTwREADS","map_read_len_percent","QS","as","ad","af","ag","ah","sel1[, 50]/sel1[, 49]"
1880119,1880406,"1880119 - 1880406","+","WP_009967315.1","B4U62_RS09495","WP_009967315.1"," membrane protein",NA,287,2.997849462,0.911827957,2.086021505,-1.495434909,-2.061791253,-1.990789067,0.010445469,NA,NA,NA,NA,1,0,0,15,6,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.072505594,0.090130219,0.804453772,177.9164721,109.0835279,0.010445469,0.008358989,0.011724724,90.32258065,0.990638703,0,0,0,0,0,0,1.40264857388854
1880655,1880996,"1880655 - 1880996","+","WP_003244759.1","B4U62_RS09500","WP_003244759.1"," hypothetical protein",NA,341,0.451612903,0,0.451612903,-0.929436167,-1.475422366,-1.491785167,0.001324378,NA,NA,NA,NA,1,0,0,2,0,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.006781944,0,NA,227.5,113.5,0.001324378,0,0.001985112,77.41935484,0.545027479,0,0,0,0,0,0,NA
1883198,1883707,"1883198 - 1883707","+","WP_003245754.1","B4U62_RS09520","WP_003245754.1"," GNAT family N-acetyltransferase","ynaD",509,5.053763441,2.696774194,2.356989247,-1.404235253,-1.994331066,-1.949349153,0.009928808,NA,NA,NA,NA,1,0,0,18,16,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.043411506,0.187892305,0.231044621,338.1553766,170.8446234,0.009928808,0.015784952,0.006970137,100,0.986166142,0,0,0,0,0,0,0.441568463432768
1884270,1884908,"1884270 - 1884908","+","WP_003245299.1","B4U62_RS09525","WP_003245299.1"," DUF3885 domain-containing protein","ynaE",638,4.572043011,2.137634409,2.434408602,-1.056320018,-1.974280972,-2.095085146,0.007166212,NA,NA,NA,NA,1,0,0,4,6,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.008736914,0.037050024,0.235813985,416.999999,221.000001,0.007166212,0.009672554,0.00583791,90.32258065,0.974187807,0,0,0,0,0,0,0.603554138855157
1885785,1885946,"1885785 - 1885946","+","WP_003245467.1","B4U62_RS09540","WP_003245467.1"," hypothetical protein",NA,161,2.516129032,1.509677419,1.006451613,2.733516768,1.876642686,1.140727785,0.015628131,NA,NA,NA,NA,1,0,0,2,3,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.019610357,0.055467503,0.353546774,103.9999995,57.0000005,0.015628131,0.026485569,0.009677419,87.09677419,0.976175548,0,0,0,0,0,0,0.365384598684665
1886089,1886556,"1886089 - 1886556","+","WP_003245403.1","B4U62_RS09545","WP_003245403.1"," hypothetical protein",NA,467,8.150537634,4.692473118,3.458064516,-0.253069267,-0.044597478,0.010367893,0.017452971,NA,NA,NA,NA,1,0,0,16,18,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.048935424,0.194887297,0.251096015,289.7606864,177.2393136,0.017452971,0.026475351,0.011934209,96.77419355,0.951510171,0,0,0,0,0,0,0.450766790589481
1887384,1888772,"1887384 - 1888772","+","WP_003245259.1","B4U62_RS09550","WP_003245259.1"," MFS transporter","xynP",1388,10.30967742,8.008602151,2.301075269,-0.312427305,-0.83625681,-0.993792537,0.007427721,NA,3.414634146,-2.414634146,-0.163636364,0.432846344,1,10,14,41,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.015246218,0.161848971,0.094200278,884.999999,503.000001,0.007427721,0.015921674,0.002600085,96.77419355,0.977346743,0,0,0,0,0,0,0.163304750492944
1888806,1890404,"1888806 - 1890404","+","WP_003245202.1","B4U62_RS09555","WP_003245202.1"," xylan 1,4-beta-xylosidase","xynB",1598,15.22580645,11.53548387,3.690322581,-0.670613781,-0.959699044,-0.97429762,0.009528039,NA,0.685714286,0.314285714,0.078014184,0.563408306,6,12,24,70,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,1,0,0,0.026041205,0.224605418,0.115942014,1036.625487,561.3745128,0.009528039,0.020548642,0.003559938,96.77419355,0.990657513,0,0,0,0,0,0,0.173244441165504
1890547,1891698,"1890547 - 1891698","-","WP_003244935.1","B4U62_RS09560","WP_003244935.1"," ROK family protein","xylR",1151,15.43225806,10.82150538,4.610752688,0.527199202,0.452899552,0.260395832,0.013407696,NA,1.333333333,-0.333333333,-0.057692308,1,2,6,20,45,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.026544035,0.190103241,0.139629579,676.8039106,474.1960894,0.013407696,0.022820739,0.006812538,96.77419355,0.99085137,0,0,0,0,0,0,0.298523987325739
1891940,1893274,"1891940 - 1893274","+","WP_003245235.1","B4U62_RS09565","WP_003245235.1"," xylose isomerase","xylA",1334,14.39139785,8.817204301,5.574193548,-1.923884443,-2.925142439,-2.903964557,0.010788154,NA,5.101449275,-4.101449275,-0.27826942,0.031039342,2,16,44,69,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.045737385,0.309807795,0.147631485,862.9924761,471.0075239,0.010788154,0.01871988,0.006459145,96.77419355,0.992401593,0,0,0,0,0,0,0.345042008816296
1893428,1894924,"1893428 - 1894924","+","WP_003245233.1","B4U62_RS09570","WP_003245233.1"," xylulokinase","xylB",1496,12.03010753,7.92688172,4.103225806,-0.469851341,-0.413076994,-0.360982895,0.008041516,NA,1.059259259,-0.059259259,-0.013256007,1,6,11,26,45,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.028745821,0.179171517,0.160437448,971.249671,524.750329,0.008041516,0.015106006,0.004224687,96.77419355,0.989755557,0,0,0,0,0,0,0.279669358002373
1895032,1895194,"1895032 - 1895194","+",NA,"B4U62_RS09575","WP_003238262.1"," glycoside hydrolase family 11 protein",NA,162,3.944086022,1.733333333,2.210752688,1.014412333,1.186962454,0.996603821,0.02434621,NA,NA,NA,NA,1,0,0,7,5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0.02434621,NA,NA,90.32258065,0.99116466,0,0,0,0,0,0,NA
1895413,1896045,"1895413 - 1896045","-","WP_003245469.1","B4U62_RS09580","WP_003245469.1"," endonuclease YncB","yncB",632,4.937634409,1.686021505,3.251612903,-0.361445871,-0.163917183,-0.090251096,0.007812713,NA,NA,NA,NA,1,0,0,11,9,0,0,0,0,0,0,0,"Extracellular",1,0,0,0,0,0,0,0,0.023693326,0.07598249,0.311826132,382.9015523,249.0984477,0.007812713,0.006768495,0.008492034,100,0.96642321,0,0,0,0,0,0,1.25464139369239
1896456,1897868,"1896456 - 1897868","+","WP_010886516.1","B4U62_RS09585","WP_010886516.1"," sugar porter family MFS transporter","yncC",1412,14.59354839,10.3827957,4.210752688,-1.712875715,-2.803914763,-2.854824441,0.010335374,NA,2.125,-1.125,-0.131578947,0.670180392,1,5,34,80,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.033893388,0.259404756,0.130658315,903.7529621,508.2470379,0.010335374,0.02042864,0.004659185,100,0.990500274,0,0,0,0,0,0,0.228071227453223
1897976,1899157,"1897976 - 1899157","-","WP_003244881.1","B4U62_RS09590","WP_003244881.1"," alanine racemase","alr",1181,9.010752688,7.346236559,1.664516129,-1.142955039,-2.238907561,-2.404361631,0.007629765,NA,NA,NA,-0.254545455,1,0,2,14,41,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.01572482,0.148022609,0.106232558,739.2146545,441.7853455,0.007629765,0.01662852,0.002251736,100,0.975472981,0,0,0,0,0,0,0.135414095782427
1899621,1900079,"1899621 - 1900079","+","WP_003245293.1","B4U62_RS09595","WP_003245293.1"," DUF2691 family protein","yncE",458,3.849462366,2.038709677,1.810752688,-0.324226733,-0.528170985,-0.577560777,0.00840494,NA,0,1,0.470588235,1,1,0,9,8,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.028319959,0.093926868,0.30151074,294.0765417,163.9234583,0.00840494,0.012436961,0.00615742,93.5483871,0.976767677,0,0,0,0,0,0,0.495090400299559
1900112,1900543,"1900112 - 1900543","+","WP_003245820.1","B4U62_RS09600","WP_003245820.1"," dUTP diphosphatase DutA","dutA",431,1.320430108,0.946236559,0.374193548,-1.276714716,-1.192394579,-0.981622536,0.003063643,NA,NA,NA,NA,1,0,0,4,5,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.011581624,0.058187285,0.199040467,286,145,0.003063643,0.006525769,0.001308369,96.77419355,0.973451984,0,0,0,0,0,0,0.200492692891826
1901152,1901409,"1901152 - 1901409","-","WP_003231648.1","B4U62_RS09605","WP_003231648.1"," spore coat protein CotU","cotU",257,1.733333333,1.006451613,0.72688172,-0.405260245,0.929441108,1.322407616,0.006744488,NA,0.5,0.5,0.166666667,1,1,1,2,4,0,0,0,0,0,0,0,"Extracellular",1,0,0,0,0,0,0,0,0.011966089,0.06443024,0.185721631,173.2152584,83.78474165,0.006744488,0.01201235,0.004196407,83.87096774,0.92899106,0,0,0,0,0,0,0.349341053166117
1901813,1901974,"1901813 - 1901974","+","WP_003231643.1","B4U62_RS22765","WP_003231643.1"," hypothetical protein",NA,161,0.580645161,0.451612903,0.129032258,-0.528781462,-1.341489443,-1.491785167,0.003606492,NA,NA,NA,NA,1,0,0,2,1,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.016520943,0.01891047,0.873639978,103,58,0.003606492,0.007786429,0.00125274,90.32258065,0.97090909,0,0,0,0,0,0,0.160887616133147
1902251,1903087,"1902251 - 1903087","+","WP_003244896.1","B4U62_RS09610","WP_003244896.1"," thymidylate synthase","thyA",836,8.701075269,6.034408602,2.666666667,0.311393355,0.047292004,-0.152974599,0.010407985,NA,NA,NA,-0.263157895,1,0,1,10,28,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.01594703,0.170357191,0.093609374,551,285,0.010407985,0.021173364,0.004839685,100,0.995391703,0,0,0,0,0,0,0.228574212392514
1903546,1904265,"1903546 - 1904265","-","WP_023592782.1","B4U62_RS09620","WP_023592782.1"," hypothetical protein",NA,719,11.2688172,6.503225806,4.765591398,-1.475370789,-1.805140233,-1.666035528,0.015672903,NA,NA,NA,NA,1,0,0,27,52,0,0,0,0,0,0,0,"Unknown",0,0,1,0,1,0,0,0,0.056076536,0.350520396,0.159980808,451.1467047,267.8532953,0.015672903,0.024279058,0.010563285,100,0.9897381,0,0,0,0,0,0,0.435078041330928
1904428,1904781,"1904428 - 1904781","-","WP_003245181.1","B4U62_RS09625","WP_003245181.1"," membrane protein","ynzK",353,4.47311828,0.95483871,3.51827957,-0.20477824,-0.311910492,-0.357336112,0.012671723,NA,NA,NA,NA,1,0,0,13,6,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.052242061,0.067360372,0.775560747,211.0673222,141.9326778,0.012671723,0.006727406,0.016668992,96.77419355,0.963675797,0,0,0,0,0,0,2.47777404842223
1905030,1905227,"1905030 - 1905227","-","WP_003231636.1","B4U62_RS09630","WP_003231636.1"," spore coat protein CotC",NA,197,1.156989247,0.296774194,0.860215054,-0.204445678,0.164432601,0.258690465,0.005873042,NA,NA,NA,NA,1,0,0,4,2,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.023607337,0.034365193,0.686954898,132.999999,64.000001,0.005873042,0.004637097,0.006467782,96.77419355,0.991494142,0,0,0,0,0,0,1.39479118077539
1905405,1905590,"1905405 - 1905590","-","WP_003231634.1","B4U62_RS09635","WP_003231634.1"," twin-arginine translocase TatAC","tatAC",185,0.670967742,0.490322581,0.180645161,-1.255046173,-0.896566431,-0.623346855,0.003626853,NA,NA,NA,NA,1,0,0,1,4,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.006363934,0.066782556,0.095293364,112,73,0.003626853,0.006716748,0.001612903,83.87096774,0.961199293,0,0,0,0,0,0,0.240131533891103
1905669,1905803,"1905669 - 1905803","+","WP_003231629.1","B4U62_RS22770","WP_003231629.1"," hypothetical protein",NA,134,0.860215054,0.124731183,0.735483871,-1.492407008,-1.151133367,-0.835179084,0.006419515,NA,NA,NA,NA,1,0,0,6,1,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.065913411,0.022043395,2.990166068,87,47,0.006419515,0.002653855,0.008453838,93.5483871,0.971248245,0,0,0,0,0,0,3.18549355560119
1905841,1906236,"1905841 - 1906236","+","WP_009967329.1","B4U62_RS09640","WP_009967329.1"," hypothetical protein","yndA",395,1.406451613,1.161290323,0.24516129,-1.72316968,-2.032187921,-1.845571083,0.003560637,NA,NA,NA,NA,1,0,0,2,10,0,0,0,1,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.006098582,0.093529728,0.065204748,257.5,137.5,0.003560637,0.008445748,0.000952083,96.77419355,0.99607352,1,0,0,0,0,0,0.112729269213337
1906307,1906738,"1906307 - 1906738","-","WP_003231627.1","B4U62_RS09645","WP_003231627.1"," SRPBCC domain-containing protein","flvS",431,2.430107527,1.509677419,0.920430108,-0.375272683,0.630619866,0.933703975,0.005638301,NA,NA,NA,NA,1,0,0,4,7,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.013986926,0.062417527,0.224086515,264.4328991,166.5671009,0.005638301,0.009063479,0.00348077,90.32258065,0.98796935,0,0,0,0,0,0,0.38404347822729
1907045,1907230,"1907045 - 1907230","+","WP_003231626.1","B4U62_RS09655","WP_003231626.1"," hypothetical protein",NA,185,2.696774194,1.092473118,1.604301075,-0.331178826,-0.044517252,0.049212187,0.014577158,NA,NA,NA,NA,1,0,0,7,5,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.047172477,0.181352615,0.260114674,124,61,0.014577158,0.017909395,0.012937912,93.5483871,0.979518687,0,0,0,0,0,0,0.722409215945039
1907526,1909085,"1907526 - 1909085","+","WP_003244930.1","B4U62_RS09660","WP_003244930.1"," spore germination protein","yndD",1559,5.711827957,2.769892473,2.941935484,-0.434467069,-1.151435051,-1.335528971,0.003663777,NA,NA,NA,NA,1,0,0,15,11,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.012867452,0.022868246,0.562677714,998.499998,560.500002,0.003663777,0.004941824,0.002946355,96.77419355,0.865472377,0,0,0,0,0,0,0.596207999313614
1909118,1910206,"1909118 - 1910206","+","WP_003231622.1","B4U62_RS09665","WP_003231622.1"," spore germination protein","yndE",1088,10.66236559,6.843010753,3.819354839,-1.504921408,-2.319255321,-2.325109966,0.009799968,NA,NA,NA,NA,1,0,0,24,47,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.029549979,0.199201476,0.148342169,708.8614614,379.1385386,0.009799968,0.01804884,0.005388013,100,0.974506674,0,0,0,0,0,0,0.298524060272017
1910199,1911410,"1910199 - 1911410","+","WP_003245832.1","B4U62_RS09670","WP_003245832.1"," Ger(x)C family spore germination protein","yndF",1211,9.03655914,7.03655914,2,-0.661138575,-1.263746042,-1.374300373,0.007462064,NA,NA,NA,NA,1,0,0,15,29,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.0176399,0.092289812,0.191135939,779.999999,431.000001,0.007462064,0.016326123,0.002564103,100,0.978388423,0,0,0,0,0,0,0.157055229830132
1911560,1912363,"1911560 - 1912363","+","WP_003231618.1","B4U62_RS09675","WP_003231618.1"," hypothetical protein","yndG",803,7.612903226,4.296774194,3.316129032,-0.648902198,-0.410112277,-0.266190825,0.009480577,NA,NA,NA,NA,1,0,0,12,23,0,0,1,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.021816059,0.107673313,0.202613431,511.9999985,291.0000015,0.009480577,0.014765547,0.006476815,100,0.984770355,0,0,0,0,0,0,0.438643756306488
1912371,1912985,"1912371 - 1912985","+","WP_003244960.1","B4U62_RS09680","WP_003244960.1"," DUF4166 domain-containing protein","yndH",614,7.677419355,4.559139785,3.11827957,0.080368695,0.206219511,0.170051892,0.01250394,NA,NA,NA,NA,1,0,0,13,17,0,0,1,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.028833359,0.095495333,0.30193474,389.6382035,224.3617965,0.01250394,0.020320482,0.008003013,100,0.972752897,0,0,0,0,0,0,0.393839722896337
1912985,1914622,"1912985 - 1914622","+","WP_003231612.1","B4U62_RS09685","WP_003231612.1"," YndJ family protein","yndJ",1637,17.10537634,10.01290323,7.092473118,-0.550672831,-0.75106433,-0.76300057,0.010449222,NA,NA,NA,NA,1,0,0,39,43,0,0,1,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.032140157,0.115486995,0.278301091,1063.499996,573.500004,0.010449222,0.017459291,0.006668992,100,0.974012697,0,0,0,0,0,0,0.381973815546118
1914713,1915024,"1914713 - 1915024","+","WP_003245621.1","B4U62_RS09690","WP_003245621.1"," hypothetical protein","yndK",311,2.602150538,1.350537634,1.251612903,0.124375228,0.756413262,0.862063381,0.008367044,NA,NA,NA,NA,1,0,0,7,6,0,0,1,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.031485252,0.077425417,0.406652658,196.2592242,114.7407758,0.008367044,0.011770337,0.006377346,96.77419355,0.958320532,0,0,0,0,0,0,0.54181507292442
1915253,1916008,"1915253 - 1916008","+","WP_003245793.1","B4U62_RS09695","WP_003245793.1"," gamma-polyglutamate hydrolase PghL","pghL",755,7.634408602,4.408602151,3.225806452,-0.720720316,-1.094442513,-1.122072102,0.010111799,NA,0.325123153,0.674876847,0.268627451,0.170322933,7,3,22,29,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.054281158,0.174437363,0.311178504,485.999995,269.000005,0.010111799,0.016388855,0.006637462,100,0.983169703,0,0,0,0,0,0,0.404998518810497
1916041,1916487,"1916041 - 1916487","-","WP_003245454.1","B4U62_RS09700","WP_014664120.1"," YndM family protein",NA,446,2.778494624,2.064516129,0.713978495,-1.540823136,-2.205598208,-2.154494214,0.006229809,NA,NA,NA,-0.217391304,1,0,1,5,18,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.013237283,0.182408226,0.07256955,266.2290211,179.7709789,0.006229809,0.011484146,0.002681821,96.77419355,0.962078852,0,0,0,0,0,0,0.233523763978619
1916695,1917126,"1916695 - 1917126","+","WP_003231604.1","B4U62_RS09705","WP_003231604.1"," FosM family fosfomycin resistance protein","fosM",431,2.279569892,0.812903226,1.466666667,-0.280832301,-0.240691267,-0.224634001,0.005289025,NA,NA,NA,NA,1,0,0,5,5,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.014526076,0.051816486,0.280336967,276.1382045,154.8617955,0.005289025,0.005249217,0.00531135,96.77419355,0.954245461,0,0,0,0,0,0,1.01183662249055
1917674,1918288,"1917674 - 1918288","-","WP_003238209.1","B4U62_RS09715","WP_003238209.1"," transcriptional repressor LexA","lexA",614,4.339784946,4.339784946,0,-1.360546336,-2.262022171,-2.318352379,0.007068054,NA,0,1,0.333333333,0.085714286,1,2,0,32,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,1,1,0,0,0,0.002493771,0.280629907,0.008886333,385.9307327,228.0692673,0.007068054,0.019028364,0,100,0.998016494,0,0,0,0,0,0,0
1918438,1918752,"1918438 - 1918752","+","WP_003231598.1","B4U62_RS09720","WP_003231598.1"," cell division suppressor protein YneA","yneA",314,3.797849462,3.27311828,0.524731183,0.85665337,0.020424274,-0.424483631,0.012095062,NA,0.625,0.375,0.105882353,1,2,3,5,12,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,1,1,0,0,0,0.029414204,0.24456291,0.120272546,206.999999,107.000001,0.012095062,0.03058989,0.002534933,96.77419355,1,0,0,0,0,0,0,0.0828683267576314
1918774,1919424,"1918774 - 1919424","+","WP_003231596.1","B4U62_RS09725","WP_003231596.1"," recombinase family protein","dinL",650,8.279569892,6.572043011,1.707526882,-2.083312224,-3.627184826,-3.741249255,0.0127378,NA,0.174603175,0.825396825,0.351351351,0.06302465,3,3,11,63,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.029483725,0.57251256,0.051498826,415.9548529,234.0451471,0.0127378,0.028080236,0.004105077,100,0.996004735,0,0,0,0,0,0,0.146190972184137
1919491,1919721,"1919491 - 1919721","+","WP_003231595.1","B4U62_RS09730","WP_003231595.1"," DUF896 domain-containing protein","ynzC",230,2.460215054,2.395698925,0.064516129,-1.301413467,-2.165774229,-2.217459714,0.010696587,NA,0.133333333,0.866666667,0.270833333,0.298245614,1,2,1,15,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.009900603,0.424151502,0.023342139,150.5,79.5,0.010696587,0.030134578,0.000428679,96.77419355,0.990074442,0,0,0,0,0,0,0.0142254854207681
1919893,1921893,"1919893 - 1921893","+","WP_003245397.1","B4U62_RS09735","WP_003245397.1"," transketolase","tkt",2000,13.69462366,11.68602151,2.008602151,-2.091682682,-3.973986327,-4.196225736,0.006847312,NA,0.859813084,0.140186916,0.014544279,0.733293557,3,23,12,107,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.008724001,0.303082129,0.02878428,1334.12734,665.8726602,0.006847312,0.017549934,0.001505555,100,0.990921381,0,0,0,0,0,0,0.0857869323041329
1922049,1922492,"1922049 - 1922492","+","WP_003231591.1","B4U62_RS09740","WP_003231591.1"," sporulation inhibitor of replication protein SirA","sirA",443,1.569892473,1.247311828,0.322580645,-2.306720416,-3.650976504,-3.649216017,0.003543775,NA,NA,NA,-0.263157895,0.539243365,0,4,5,14,0,0,0,0,1,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.014505702,0.255644734,0.056741643,289.999999,153.000001,0.003543775,0.008152365,0.001112347,100,0.9974742,1,0,0,0,0,0,0.136444700402889
1922581,1922796,"1922581 - 1922796","+","WP_003221221.1","B4U62_RS09745","WP_003221221.1"," YneF family protein","yneF",215,0.129032258,0.129032258,0,-1.505577988,-2.312787476,-2.298344068,0.00060015,NA,NA,NA,NA,1,0,0,0,2,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0,0.082802301,0,153.5,61.5,0.00060015,0.002098085,0,96.77419355,0.998968919,0,0,0,0,0,0,0
1922876,1923046,"1922876 - 1923046","-","WP_010886518.1","B4U62_RS09750","WP_010886518.1"," aspartyl-phosphate phosphatase YnzD","ynzD",170,0.258064516,0.064516129,0.193548387,-1.889229478,-3.015647034,-3.021844036,0.001518027,NA,NA,NA,-0.75,0.4,0,1,3,1,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.023401875,0.03543183,0.660476054,107,63,0.001518027,0.001024066,0.001808863,96.77419355,1,0,0,0,0,0,0,1.76635392640709
1923266,1923970,"1923266 - 1923970","+","WP_003231585.1","B4U62_RS09755","WP_003231585.1"," cytochrome c-type biogenesis protein CcdA","ccdA",704,5.823655914,5.191397849,0.632258065,-2.178397819,-3.98761481,-4.161988548,0.008272239,NA,0.608695652,0.391304348,0.067924528,0.537602278,1,4,7,46,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.016373143,0.354449698,0.046193135,447.499999,256.500001,0.008272239,0.020239368,0.001412867,100,0.990295245,0,0,0,0,0,0,0.069807861589354
1924062,1924421,"1924062 - 1924421","+","WP_003245707.1","B4U62_RS09760","WP_003245707.1"," response regulator","yneI",359,2.292473118,1.982795699,0.309677419,-2.242294212,-3.946892596,-4.066476456,0.006385719,NA,0.090909091,0.909090909,0.48,0.041303524,3,2,3,22,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,1,1,0,0,0,0.02073997,0.319540578,0.064905591,233.499998,125.500002,0.006385719,0.015799169,0.001326242,100,0.998044965,0,0,0,0,0,0,0.0839437821065146
1924503,1924991,"1924503 - 1924991","+","WP_010886519.1","B4U62_RS09765","WP_010886519.1"," CcdC family protein","yneJ",488,3.079569892,2.602150538,0.477419355,-2.002952437,-3.056931736,-3.031136671,0.006310594,NA,0.24,0.76,0.226190476,0.349276974,1,2,3,25,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.010967274,0.258909553,0.04235948,324.999999,163.000001,0.006310594,0.015964114,0.001468983,100,0.992525571,0,0,0,0,0,0,0.0920178219724565
1925028,1925453,"1925028 - 1925453","-","WP_003231580.1","B4U62_RS09770","WP_003231580.1"," DynA interaction protein YneK","yneK",425,4.649462366,3.488172043,1.161290323,-2.048710512,-3.95309004,-4.179339885,0.010939911,NA,0.8,0.2,0.047619048,1,2,4,12,30,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.045799806,0.459676534,0.099634857,253.3094226,171.6905774,0.010939911,0.020316619,0.004584473,96.77419355,0.98924731,0,0,0,0,0,0,0.225651374374841
1925690,1926079,"1925690 - 1926079","-","WP_010886520.1","B4U62_RS09775","WP_010886520.1"," outer spore coat protein CotM","cotM",389,3.479569892,1.677419355,1.802150538,-1.652360203,-2.787269508,-2.854641321,0.00894491,NA,NA,NA,-0.423076923,0.505291005,0,2,11,15,0,0,0,1,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.037743147,0.245150092,0.153959344,229.0274083,159.9725917,0.00894491,0.010485667,0.007868711,100,0.993105148,1,0,0,0,0,0,0.750425414043761
1926163,1926306,"1926163 - 1926306","-","WP_003221237.1","B4U62_RS09780","WP_003221237.1"," small acid-soluble spore protein P","sspP",143,1.797849462,1.733333333,0.064516129,-1.467756052,-2.804423637,-2.956486197,0.012572374,NA,NA,NA,NA,1,0,0,1,11,0,0,0,0,0,0,0,"Extracellular",1,0,0,0,0,0,0,0,0.010471587,0.481380973,0.021753221,90.69989833,52.30010167,0.012572374,0.033142064,0.000711314,96.77419355,0.99583059,0,0,0,0,0,0,0.0214625739664253
1926341,1926484,"1926341 - 1926484","-","WP_003244839.1","B4U62_RS09785","WP_003244839.1"," acid-soluble spore protein SspO","sspO",143,1.006451613,0.941935484,0.064516129,-1.70664168,-2.727850688,-2.74281997,0.007038123,NA,NA,NA,NA,1,0,0,1,8,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.010638699,0.424159477,0.025081838,91.999999,51.000001,0.007038123,0.018469323,0.000701262,93.5483871,1,0,0,0,0,0,0,0.0379690148902588
1926712,1929438,"1926712 - 1929438","+","WP_003245728.1","B4U62_RS09790","WP_003245728.1"," aconitate hydratase AcnA","acnA",2726,26.45591398,24.57204301,1.883870968,-1.038717164,-2.401944132,-2.681543329,0.009705031,NA,1.447368421,-0.447368421,-0.022334835,1,2,35,11,133,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.006453853,0.275650726,0.023413154,1795.499997,930.500003,0.009705031,0.026407354,0.001049218,100,0.9917996,0,0,0,0,0,0,0.0397320382799428
